age,gender,school_type,parent_education,family_income,study_hours_per_day,attendance_percent,prev_gpa,assignments_completed,extracurricular_activities,internet_access,tutoring_sessions,absences,sleep_hours,final_score,grade,pass_fail,study_efficiency,attendance_risk,parental_support_index,academic_momentum,absence_severity,sleep_quality,total_support
16,Male,Private,Graduate,Low,4.44,75.6,4.49,14.0,1,0,6,14.0,8.1,61.6,C,Pass,3.0837004405286343,0,2,3.3944400000000003,3,1,8
15,Female,Public,Postgraduate,Middle,3.08,88.2,3.37,12.0,5,1,0,5.0,5.2,64.8,C,Pass,3.773584905660377,0,4,2.9723400000000004,1,0,7
16,Male,Private,Graduate,High,3.26,78.0,8.49,15.0,3,1,6,4.0,6.6,100.0,A,Pass,4.464285714285714,0,4,6.6222,1,0,13
17,Female,Private,High School,High,3.22,80.2,3.0,17.0,5,1,5,12.0,5.6,66.9,C,Pass,5.120481927710843,0,3,2.406,2,0,11
15,Male,Private,Graduate,Low,2.23,96.2,6.13,11.0,5,1,3,1.0,4.0,80.6,B,Pass,4.721030042918454,0,2,5.89706,0,0,8
18,Female,Public,High School,High,3.48,70.8,10.0,12.0,2,1,2,9.0,5.5,100.0,A,Pass,3.35195530726257,1,3,7.08,2,0,8
17,Female,Private,High School,Middle,3.41,70.0,6.48,16.0,3,1,0,15.0,7.1,73.7,C,Pass,4.5584045584045585,1,2,4.5360000000000005,3,1,5
17,Male,Public,Graduate,Middle,3.86,77.8,4.48,15.0,1,1,3,5.0,7.7,83.5,B,Pass,3.787878787878788,0,3,3.4854400000000005,1,1,9
18,Male,Public,Postgraduate,Middle,3.63,91.5,6.4,17.0,5,1,4,7.0,6.6,99.8,A,Pass,4.557640750670242,0,4,5.856,2,0,11
15,Male,Public,Postgraduate,High,4.7,56.0,6.41,13.0,1,0,1,17.0,8.6,75.1,B,Pass,2.7083333333333335,1,5,3.5896000000000003,3,1,6
15,Male,Private,High School,High,4.89,49.7,6.79,11.0,4,1,5,14.0,8.2,77.6,B,Pass,2.204408817635271,1,3,3.3746300000000002,3,1,11
17,Female,Public,Graduate,Middle,1.92,61.5,7.69,11.0,2,1,3,5.0,6.8,82.9,B,Pass,5.445544554455446,1,3,4.72935,1,0,9
15,Male,Public,High School,High,4.8,54.4,4.63,14.0,1,0,4,14.0,6.7,64.8,C,Pass,2.8571428571428577,1,3,2.51872,3,0,7
16,Male,Private,Postgraduate,Low,1.72,63.3,9.54,12.0,3,1,0,17.0,7.5,82.7,B,Pass,6.593406593406593,1,3,6.038819999999999,3,1,6
18,Female,Private,Postgraduate,Middle,4.38,85.2,6.94,14.0,5,1,0,9.0,7.0,92.4,A,Pass,3.1250000000000004,0,4,5.91288,2,1,7
16,Male,Public,Graduate,Middle,4.43,64.4,7.81,18.0,4,0,4,19.0,5.3,89.4,B,Pass,3.973509933774835,1,3,5.02964,3,0,7
15,Male,Public,Graduate,Middle,0.63,45.0,5.37,10.0,3,1,5,14.0,6.6,46.8,D,Pass,13.698630136986301,1,3,2.4165,3,0,11
17,Male,Private,Graduate,Low,3.64,76.5,8.82,15.0,2,1,4,11.0,7.8,100.0,A,Pass,4.010695187165775,0,2,6.7473,2,1,9
18,Male,Public,Graduate,High,2.8,85.8,6.04,14.0,4,1,1,0.0,8.6,93.1,A,Pass,4.827586206896552,0,4,5.18232,0,1,8
15,Male,Public,No Education,Low,2.36,46.2,7.0,14.0,4,1,0,17.0,8.2,47.9,D,Pass,5.691056910569106,1,0,3.2340000000000004,3,1,3
15,Female,Public,Graduate,Low,5.53,93.4,4.82,17.0,4,1,4,8.0,7.4,99.4,A,Pass,3.019538188277087,0,2,4.501880000000001,2,1,9
17,Male,Private,Graduate,Middle,2.52,84.3,4.71,15.0,5,1,2,9.0,8.7,76.5,B,Pass,5.7251908396946565,0,3,3.97053,2,1,8
17,Male,Private,Graduate,Middle,2.29,85.7,7.74,11.0,0,0,2,5.0,7.5,97.2,A,Pass,4.602510460251046,0,3,6.633179999999999,1,1,5
16,Male,Private,High School,High,3.61,93.6,5.7,19.0,4,1,4,1.0,6.9,98.7,A,Pass,5.121293800539084,0,3,5.3351999999999995,0,0,10
18,Male,Private,Postgraduate,Middle,4.53,100.0,4.96,15.0,3,0,1,0.0,8.8,91.5,A,Pass,3.239740820734341,0,4,4.96,0,1,5
18,Male,Public,High School,Low,3.29,69.0,5.34,10.0,3,0,0,8.0,7.9,52.9,D,Pass,2.949852507374631,1,1,3.6845999999999997,2,1,1
17,Female,Public,Graduate,High,5.25,81.9,7.76,17.0,2,1,2,0.0,8.6,100.0,A,Pass,3.1775700934579443,0,4,6.35544,0,1,9
16,Male,Public,Graduate,Middle,4.3,71.1,5.37,13.0,1,0,4,7.0,5.6,78.2,B,Pass,2.954545454545455,1,3,3.8180699999999996,2,0,7
18,Female,Public,Graduate,Low,0.5,66.0,6.29,13.0,1,1,6,1.0,6.0,72.7,C,Pass,21.666666666666668,1,2,4.1514,0,0,11
17,Female,Public,Graduate,Middle,2.71,95.6,6.53,20.0,0,0,4,0.0,6.0,100.0,A,Pass,7.117437722419929,0,3,6.24268,0,0,7
15,Male,Private,High School,Middle,2.66,52.3,3.05,11.0,5,0,3,19.0,7.2,20.5,F,Fail,3.985507246376811,1,2,1.5951499999999998,3,1,5
18,Male,Public,High School,Middle,4.22,64.2,3.85,16.0,5,0,4,14.0,9.2,66.9,C,Pass,3.703703703703704,1,2,2.4717000000000002,3,0,6
16,Male,Private,Graduate,Middle,0.5,86.7,7.11,6.0,4,0,1,3.0,5.6,61.9,C,Pass,10.0,0,3,6.16437,1,0,4
16,Male,Public,Graduate,High,7.32,100.0,5.17,20.0,0,1,2,0.0,8.1,100.0,A,Pass,2.6954177897574123,0,4,5.17,0,1,9
16,Female,Public,High School,High,4.3,71.9,8.4,13.0,2,1,3,9.0,5.6,94.2,A,Pass,2.954545454545455,1,3,6.0396,2,0,9
15,Male,Public,Graduate,Middle,3.72,88.5,8.24,13.0,2,1,2,6.0,9.5,100.0,A,Pass,3.4031413612565444,0,3,7.2924,1,0,8
18,Male,Public,Graduate,Low,5.27,85.4,7.79,13.0,1,1,2,6.0,5.1,100.0,A,Pass,2.420856610800745,0,2,6.652660000000001,1,0,7
18,Male,Private,Graduate,High,7.02,100.0,9.78,20.0,2,0,1,0.0,7.9,100.0,A,Pass,2.808988764044944,0,4,9.78,0,1,5
15,Male,Public,Graduate,Middle,4.81,80.0,6.35,19.0,4,1,4,0.0,8.1,100.0,A,Pass,3.8696537678207745,0,3,5.08,0,1,10
18,Male,Public,High School,Middle,4.92,94.7,7.67,16.0,3,0,1,0.0,7.7,100.0,A,Pass,3.1872509960159365,0,2,7.263490000000001,0,1,3
15,Male,Public,No Education,Middle,3.7,100.0,5.45,12.0,2,1,4,0.0,5.9,95.0,A,Pass,3.157894736842105,0,1,5.45,0,0,8
15,Female,Public,Graduate,High,3.29,83.3,10.0,19.0,0,1,3,10.0,5.7,100.0,A,Pass,5.604719764011799,0,4,8.33,2,0,10
15,Female,Public,Graduate,Middle,2.79,73.6,10.0,11.0,4,1,1,9.0,8.5,100.0,A,Pass,3.806228373702422,1,3,7.36,2,1,7
16,Male,Private,Graduate,Low,2.26,82.1,6.52,7.0,2,1,1,8.0,8.3,69.6,C,Pass,2.9661016949152543,0,2,5.352919999999999,2,1,6
18,Male,Private,Graduate,Middle,2.47,66.4,7.2,15.0,5,1,6,6.0,8.2,99.7,A,Pass,5.836575875486381,1,3,4.7808,1,1,12
15,Male,Public,Graduate,High,1.47,93.9,8.95,9.0,2,1,5,1.0,8.4,100.0,A,Pass,5.732484076433121,0,4,8.40405,0,1,12
18,Female,Private,Postgraduate,Low,3.39,77.4,6.24,17.0,5,1,0,7.0,5.2,89.0,B,Pass,4.871060171919771,0,3,4.82976,2,0,6
16,Male,Public,Graduate,High,0.97,63.3,5.32,10.0,4,1,1,7.0,5.1,50.8,D,Pass,9.345794392523365,1,4,3.36756,2,0,8
15,Female,Public,Graduate,Middle,3.79,63.3,8.07,17.0,2,1,5,6.0,6.2,100.0,A,Pass,4.370179948586118,1,3,5.10831,1,0,11
17,Male,Public,High School,Middle,3.45,91.3,6.64,19.0,5,1,7,1.0,6.4,100.0,A,Pass,5.352112676056338,0,2,6.06232,0,0,12
16,Male,Public,High School,Low,3.72,88.7,6.83,11.0,3,1,0,7.0,6.3,89.0,B,Pass,2.8795811518324603,0,1,6.05821,2,0,4
17,Male,Public,Graduate,Low,2.72,65.2,5.0,12.0,1,0,6,6.0,7.3,59.3,D,Pass,4.25531914893617,1,2,3.26,1,1,8
18,Male,Public,High School,High,7.440000000000001,97.5,3.41,20.0,4,1,4,0.0,8.3,100.0,A,Pass,2.652519893899204,0,3,3.3247500000000003,0,1,10
18,Female,Public,Postgraduate,Low,5.54,58.5,6.93,20.0,5,1,7,19.0,6.6,100.0,A,Pass,3.546099290780142,1,3,4.05405,3,0,13
16,Female,Public,Graduate,Middle,1.63,72.2,8.13,10.0,0,1,4,6.0,6.0,80.4,B,Pass,5.780346820809249,1,3,5.869860000000001,1,0,10
18,Male,Public,Graduate,Middle,3.85,82.8,6.09,13.0,2,0,4,5.0,8.0,80.9,B,Pass,3.291139240506329,0,3,5.04252,1,1,7
17,Male,Private,High School,Low,2.59,97.3,9.09,15.0,5,1,5,0.0,6.7,100.0,A,Pass,5.5762081784386615,0,1,8.84457,0,0,9
15,Female,Public,No Education,Low,1.98,58.9,5.23,11.0,5,1,5,11.0,7.1,62.4,C,Pass,5.288461538461538,1,0,3.08047,2,1,8
15,Female,Public,No Education,Middle,1.49,49.8,4.6,13.0,5,1,0,23.0,6.6,26.2,F,Fail,8.176100628930817,1,1,2.2907999999999995,3,0,4
15,Female,Public,High School,High,4.15,63.5,6.38,11.0,1,1,4,12.0,7.4,74.2,C,Pass,2.588235294117647,1,3,4.0513,2,1,10
16,Female,Public,No Education,Middle,2.48,51.9,6.35,20.0,0,1,2,7.0,5.8,71.1,C,Pass,7.751937984496124,1,1,3.29565,2,0,6
18,Male,Public,Graduate,Middle,4.95,99.4,7.89,12.0,0,0,7,8.0,7.9,100.0,A,Pass,2.376237623762376,0,3,7.8426599999999995,2,1,10
17,Female,Public,Postgraduate,Middle,4.99,100.0,5.11,15.0,3,1,1,1.0,7.0,100.0,A,Pass,2.9469548133595285,0,4,5.11,0,1,8
18,Male,Public,Postgraduate,Middle,5.56,86.0,8.96,17.0,1,1,5,2.0,6.1,100.0,A,Pass,3.003533568904594,0,4,7.7056000000000004,0,0,12
18,Female,Public,Graduate,Middle,2.22,89.5,10.0,19.0,5,1,5,10.0,7.6,100.0,A,Pass,8.189655172413792,0,3,8.95,2,1,11
18,Female,Public,High School,High,4.21,79.1,6.43,11.0,4,0,5,2.0,6.1,100.0,A,Pass,2.552204176334107,0,3,5.08613,0,0,8
15,Female,Public,Postgraduate,Middle,4.45,76.4,8.75,20.0,1,1,0,16.0,6.1,100.0,A,Pass,4.395604395604396,0,4,6.685,3,0,7
17,Female,Public,Postgraduate,Middle,2.79,67.9,4.6,16.0,1,1,4,10.0,5.6,71.7,C,Pass,5.536332179930795,1,4,3.1233999999999997,2,0,11
17,Female,Public,High School,Low,2.34,66.9,8.44,14.0,0,1,2,15.0,5.0,79.2,B,Pass,5.737704918032787,1,1,5.64636,3,0,6
18,Male,Public,Graduate,High,5.91,59.0,8.39,14.0,3,1,1,25.5,7.6,72.7,C,Pass,2.329450915141431,1,4,4.950100000000001,3,1,8
15,Male,Private,High School,Low,3.84,80.0,8.05,17.0,3,0,1,7.0,8.4,100.0,A,Pass,4.314720812182741,0,1,6.44,2,1,2
15,Female,Public,Graduate,Low,4.45,77.3,6.47,13.0,1,1,4,6.0,6.5,97.3,A,Pass,2.857142857142857,0,2,5.00131,1,0,9
17,Female,Public,Postgraduate,Middle,2.27,82.5,3.0,17.0,1,1,2,0.0,6.0,64.7,C,Pass,7.172995780590717,0,4,2.475,0,0,9
15,Male,Public,No Education,Middle,1.67,70.9,5.34,9.0,2,1,0,8.0,4.8,33.2,F,Fail,5.084745762711864,1,1,3.78606,2,0,4
15,Female,Private,Postgraduate,Middle,2.65,70.0,5.37,13.0,5,1,5,4.0,4.4,78.3,B,Pass,4.7272727272727275,1,4,3.7590000000000003,1,0,12
15,Female,Public,Graduate,Middle,3.31,61.4,4.74,13.0,0,1,5,11.0,7.9,70.2,C,Pass,3.8123167155425217,1,3,2.91036,2,1,11
16,Male,Public,Postgraduate,Middle,1.9,71.3,6.72,10.0,5,1,7,23.0,4.6,66.2,C,Pass,5.0,1,4,4.79136,3,0,14
18,Female,Public,Graduate,Low,3.49,86.0,5.75,17.0,4,1,7,5.0,5.6,100.0,A,Pass,4.735376044568245,0,2,4.945,1,0,12
17,Female,Public,Graduate,High,0.97,50.3,5.02,13.0,4,1,7,12.0,7.3,59.3,D,Pass,12.149532710280374,1,4,2.52506,2,1,14
17,Male,Public,No Education,Middle,1.82,71.3,4.59,16.0,3,1,6,8.0,7.1,59.2,D,Pass,8.333333333333332,1,1,3.2726699999999997,2,1,10
16,Male,Public,High School,Middle,4.51,81.5,5.21,10.0,0,0,4,3.0,7.4,79.7,B,Pass,2.1691973969631237,0,2,4.24615,1,1,6
18,Male,Private,No Education,Middle,4.41,66.9,8.52,19.0,5,1,1,15.0,7.0,88.3,B,Pass,4.212860310421286,1,1,5.69988,3,1,5
17,Female,Public,Postgraduate,Low,2.91,64.4,5.31,20.0,3,0,5,10.0,6.6,79.9,B,Pass,6.644518272425248,1,3,3.41964,2,0,8
15,Male,Private,Graduate,Middle,1.97,73.9,5.57,11.0,4,1,6,16.0,5.6,71.4,C,Pass,5.314009661835749,1,3,4.116230000000001,3,0,12
17,Male,Private,Postgraduate,Middle,1.96,53.4,5.68,18.0,1,1,1,12.0,6.2,68.3,C,Pass,8.737864077669903,1,4,3.0331199999999994,2,0,8
15,Male,Public,Postgraduate,Middle,2.94,78.6,7.11,13.0,0,0,1,5.0,6.7,82.3,B,Pass,4.276315789473684,0,4,5.58846,1,0,5
16,Male,Public,No Education,Middle,4.47,64.5,7.32,12.0,0,1,4,6.0,4.7,93.3,A,Pass,2.6258205689277903,1,1,4.7214,1,0,8
15,Male,Public,High School,High,4.89,95.1,3.0,15.0,5,1,3,0.0,6.1,83.4,B,Pass,3.0060120240480965,0,3,2.8529999999999998,0,0,9
17,Male,Public,No Education,Middle,2.76,97.8,8.34,17.0,2,1,7,0.0,6.6,100.0,A,Pass,5.944055944055944,0,1,8.156519999999999,0,0,11
17,Female,Public,High School,High,1.77,56.9,9.09,10.0,5,1,6,2.0,6.2,88.6,B,Pass,5.347593582887701,1,3,5.17221,0,0,12
17,Female,Private,High School,Middle,3.9,84.2,4.61,13.0,1,1,3,8.0,6.6,77.9,B,Pass,3.25,0,2,3.8816200000000003,2,0,8
16,Male,Private,Graduate,Low,2.26,60.4,4.75,15.0,1,1,3,3.0,7.8,73.5,C,Pass,6.3559322033898304,1,2,2.8689999999999998,1,1,8
16,Male,Public,High School,Low,2.72,88.3,5.69,14.0,3,0,6,6.0,7.9,93.0,A,Pass,4.964539007092198,0,1,5.0242700000000005,1,1,7
18,Male,Public,High School,Middle,5.49,62.0,5.14,19.0,0,0,2,9.0,8.8,86.8,B,Pass,3.3989266547406083,1,2,3.1868,2,1,4
17,Female,Private,High School,Low,4.74,85.9,6.9,17.0,3,0,7,9.0,5.2,100.0,A,Pass,3.512396694214876,0,1,5.9271,2,0,8
15,Female,Private,High School,Low,3.74,62.6,3.0,16.0,1,1,4,3.0,6.5,69.3,C,Pass,4.166666666666666,1,1,1.8780000000000001,1,0,8
16,Female,Private,Postgraduate,High,1.59,66.2,4.49,11.0,2,1,6,13.0,8.5,66.3,C,Pass,6.50887573964497,1,5,2.97238,3,1,14
17,Female,Public,Graduate,High,3.82,60.5,9.27,16.0,0,1,1,14.0,4.9,100.0,A,Pass,4.081632653061225,1,4,5.608349999999999,3,0,8
17,Female,Public,Postgraduate,Middle,5.09,92.1,4.83,14.0,1,1,6,4.0,5.6,100.0,A,Pass,2.697495183044316,0,4,4.448429999999999,1,0,13
16,Female,Public,High School,Low,2.94,60.8,8.74,18.0,2,0,5,17.0,6.3,93.4,A,Pass,5.921052631578947,1,1,5.3139199999999995,3,0,6
18,Female,Public,High School,Low,5.53,89.4,7.14,15.0,5,1,6,4.0,9.5,100.0,A,Pass,2.664298401420959,0,1,6.38316,1,0,10
16,Female,Public,Graduate,Low,5.44,75.7,3.24,20.0,4,0,2,0.0,5.8,72.1,C,Pass,3.6101083032490973,0,2,2.4526800000000004,0,0,4
16,Female,Public,High School,Middle,6.0,80.8,7.64,17.0,1,1,7,8.0,8.3,100.0,A,Pass,2.7868852459016393,0,2,6.173119999999999,2,1,12
15,Male,Private,High School,High,3.96,78.6,6.29,16.0,4,1,7,8.0,7.0,100.0,A,Pass,3.9408866995073897,0,3,4.94394,2,1,13
15,Male,Public,High School,Middle,4.38,66.2,5.68,14.0,3,0,3,9.0,5.6,69.6,C,Pass,3.1250000000000004,1,2,3.7601600000000004,2,0,5
18,Male,Public,High School,Low,5.62,84.5,6.94,14.0,4,1,0,0.0,10.0,100.0,A,Pass,2.4475524475524475,0,1,5.864300000000001,0,0,4
17,Male,Public,High School,Middle,4.17,100.0,7.35,10.0,1,0,7,0.0,7.2,100.0,A,Pass,2.3419203747072603,0,2,7.35,0,1,9
16,Female,Public,High School,Middle,2.75,61.1,7.77,10.0,4,1,7,19.0,7.5,78.7,B,Pass,3.508771929824561,1,2,4.74747,3,1,12
18,Female,Public,Graduate,Middle,2.83,90.6,8.62,13.0,0,0,2,0.0,7.6,100.0,A,Pass,4.436860068259385,0,3,7.809719999999999,0,1,5
15,Male,Public,No Education,Middle,3.86,98.5,7.23,16.0,1,1,2,0.0,7.5,100.0,A,Pass,4.040404040404041,0,1,7.121550000000001,0,1,6
16,Female,Private,High School,Middle,1.56,57.0,4.02,15.0,2,0,4,6.0,9.6,48.3,D,Pass,9.036144578313252,1,2,2.2914,1,0,6
17,Male,Public,Graduate,Low,3.29,52.5,5.65,13.0,4,1,5,14.0,9.1,71.5,C,Pass,3.8348082595870205,1,2,2.96625,3,0,10
15,Female,Public,High School,Low,5.14,84.5,10.0,14.0,0,1,2,13.0,5.9,100.0,A,Pass,2.67175572519084,0,1,8.45,3,0,6
15,Male,Public,High School,High,0.5,57.8,7.8,7.0,3,1,6,24.0,9.4,56.7,D,Pass,11.666666666666668,1,3,4.5084,3,0,12
15,Female,Private,Postgraduate,Low,5.8,100.0,10.0,19.0,3,1,5,3.0,6.2,100.0,A,Pass,3.2203389830508478,0,3,10.0,1,0,11
18,Female,Private,High School,Low,5.18,80.6,9.01,20.0,4,1,4,1.0,7.4,100.0,A,Pass,3.7878787878787885,0,1,7.262059999999999,0,1,8
17,Male,Private,No Education,Low,2.81,60.9,6.94,17.0,3,1,6,7.0,5.3,85.9,B,Pass,5.841924398625429,1,0,4.22646,2,0,9
16,Female,Public,Graduate,Low,4.32,60.2,7.04,18.0,2,0,7,16.0,8.2,88.3,B,Pass,4.072398190045249,1,2,4.23808,3,1,9
18,Male,Public,High School,Middle,3.5,91.4,6.43,16.0,1,1,0,9.0,6.6,92.0,A,Pass,4.444444444444445,0,2,5.87702,2,0,5
18,Male,Public,Graduate,High,5.34,72.0,3.37,20.0,0,1,1,5.0,5.6,80.2,B,Pass,3.6764705882352944,1,4,2.4264,1,0,8
18,Male,Public,Graduate,Middle,4.97,80.1,6.53,17.0,5,1,1,13.0,8.4,95.7,A,Pass,3.3530571992110456,0,3,5.23053,3,1,7
15,Male,Private,High School,Middle,1.4,83.0,8.68,14.0,4,1,3,4.0,8.7,99.2,A,Pass,9.333333333333334,0,2,7.2044,1,1,8
17,Female,Public,Graduate,Middle,4.38,70.4,5.42,15.0,3,0,7,12.0,8.8,86.0,B,Pass,3.348214285714286,1,3,3.8156800000000004,2,1,10
18,Female,Private,Graduate,Middle,3.19,73.4,7.24,10.0,1,1,3,14.0,5.2,81.8,B,Pass,3.03951367781155,1,3,5.31416,3,0,9
16,Female,Private,High School,High,3.62,75.1,8.03,13.0,5,1,0,0.0,8.9,100.0,A,Pass,3.4946236559139785,0,3,6.030529999999999,0,1,6
17,Male,Public,Graduate,High,2.41,82.0,4.86,13.0,2,1,1,8.0,6.6,70.9,C,Pass,5.179282868525896,0,4,3.9852000000000003,2,0,8
16,Female,Private,High School,Low,6.12,91.7,5.69,18.0,3,1,3,10.0,9.5,100.0,A,Pass,2.8938906752411575,0,1,5.21773,2,0,7
17,Male,Public,Graduate,Middle,5.06,76.4,4.67,20.0,3,0,7,4.0,7.7,100.0,A,Pass,3.8759689922480627,0,3,3.56788,1,1,10
16,Female,Public,No Education,Middle,2.39,72.6,5.02,13.0,0,1,5,3.0,7.3,81.6,B,Pass,5.220883534136545,1,1,3.6445199999999995,1,1,9
15,Female,Public,Graduate,High,1.5,63.4,4.18,16.0,2,0,2,13.0,7.0,53.9,D,Pass,10.0,1,4,2.65012,3,1,6
18,Female,Public,High School,Middle,2.92,51.1,4.88,13.0,2,1,4,15.0,7.0,57.9,D,Pass,4.304635761589404,1,2,2.49368,3,1,9
16,Male,Public,Graduate,High,4.15,80.8,9.06,14.0,4,1,6,4.0,6.2,100.0,A,Pass,3.2941176470588234,0,4,7.32048,1,0,13
17,Female,Public,No Education,Middle,3.86,100.0,4.85,11.0,5,1,3,0.0,5.7,84.6,B,Pass,2.7777777777777777,0,1,4.85,0,0,7
18,Female,Public,High School,Low,5.38,67.4,6.73,15.0,0,1,0,1.0,6.6,100.0,A,Pass,2.737226277372263,1,1,4.536020000000001,0,0,4
18,Male,Public,Graduate,Middle,4.68,67.0,5.59,18.0,4,0,6,12.0,8.4,97.6,A,Pass,3.7656903765690384,1,3,3.7453,2,1,9
17,Female,Public,Graduate,High,4.95,66.3,8.62,16.0,0,1,1,18.0,5.3,100.0,A,Pass,3.1683168316831685,1,4,5.715059999999999,3,0,8
16,Male,Public,Graduate,High,3.99,87.3,8.86,18.0,2,1,7,0.0,8.6,100.0,A,Pass,4.400977995110025,0,4,7.73478,0,1,14
15,Female,Public,Graduate,Low,1.42,75.5,8.06,13.0,0,1,0,3.0,7.2,95.0,A,Pass,8.552631578947368,0,2,6.085300000000001,1,1,5
15,Male,Public,Graduate,Middle,3.21,71.7,7.05,13.0,0,0,4,9.0,7.9,84.3,B,Pass,3.927492447129909,1,3,5.05485,2,1,7
16,Male,Private,Postgraduate,Middle,5.09,66.0,6.08,20.0,0,1,4,24.0,8.0,95.0,A,Pass,3.853564547206166,1,4,4.0128,3,1,11
18,Female,Private,High School,Low,3.42,76.2,4.35,14.0,1,1,0,13.0,8.1,61.0,C,Pass,3.977272727272727,0,1,3.3146999999999998,3,1,4
18,Male,Private,Graduate,Middle,4.25,53.8,10.0,19.0,1,1,3,13.0,7.0,100.0,A,Pass,4.367816091954023,1,3,5.38,3,1,9
18,Male,Private,Graduate,Low,3.02,75.7,5.13,13.0,5,1,3,7.0,7.1,75.9,B,Pass,4.166666666666667,0,2,3.88341,2,1,8
18,Male,Public,Postgraduate,High,1.96,83.4,7.69,15.0,5,1,1,11.0,8.1,93.7,A,Pass,7.281553398058252,0,5,6.4134600000000015,2,1,9
16,Male,Private,Postgraduate,Middle,3.31,55.7,8.41,17.0,2,1,5,9.0,5.8,100.0,A,Pass,4.9853372434017595,1,4,4.68437,2,0,12
18,Male,Public,High School,High,3.96,53.4,5.5,16.0,0,1,1,17.0,5.6,64.9,C,Pass,3.9408866995073897,1,3,2.937,3,0,7
17,Male,Public,High School,Low,2.52,95.7,8.37,6.0,2,0,2,0.0,6.4,91.5,A,Pass,2.2900763358778624,0,1,8.010089999999998,0,0,3
18,Female,Private,Graduate,Middle,3.15,64.8,7.88,14.0,1,1,5,15.0,7.3,91.0,A,Pass,4.3076923076923075,1,3,5.10624,3,1,11
15,Male,Public,Graduate,Low,2.09,87.8,9.61,17.0,0,1,7,2.0,9.3,100.0,A,Pass,7.762557077625571,0,2,8.437579999999999,0,0,12
18,Male,Private,Graduate,Low,5.18,77.7,5.66,18.0,4,1,6,8.0,7.1,95.3,A,Pass,3.4090909090909096,0,2,4.39782,2,1,11
16,Female,Private,Graduate,Low,3.06,71.2,4.19,15.0,1,1,7,7.0,9.4,73.9,C,Pass,4.746835443037974,1,2,2.98328,2,0,12
15,Female,Private,Graduate,Low,5.68,88.1,5.59,12.0,1,1,2,7.0,7.6,92.4,A,Pass,2.0761245674740487,0,2,4.924789999999999,2,1,7
16,Female,Private,High School,Middle,5.79,68.6,6.88,15.0,1,0,1,9.0,6.5,86.3,B,Pass,2.5466893039049237,1,2,4.719679999999999,2,0,3
16,Female,Public,Postgraduate,Low,3.38,76.6,6.6,16.0,0,1,5,18.0,8.4,90.8,A,Pass,4.597701149425287,0,3,5.055599999999999,3,1,11
15,Female,Public,High School,Middle,1.99,64.7,5.79,14.0,5,1,5,18.0,6.7,67.0,C,Pass,6.698564593301436,1,2,3.74613,3,0,10
16,Female,Public,High School,Middle,0.5,46.2,3.06,15.0,3,1,2,10.0,7.3,37.1,F,Fail,25.0,1,2,1.41372,2,1,7
16,Female,Public,Graduate,High,1.29,73.4,7.35,11.0,4,1,7,9.0,5.4,86.4,B,Pass,7.913669064748201,1,4,5.3949,2,0,14
18,Male,Public,Graduate,High,1.44,64.9,10.0,13.0,4,1,0,14.0,5.2,90.1,A,Pass,8.441558441558442,1,4,6.49,3,0,7
17,Male,Private,High School,Middle,5.57,78.8,7.34,17.0,2,0,3,4.0,7.7,100.0,A,Pass,2.998236331569665,0,2,5.783919999999999,1,1,5
16,Female,Private,High School,Middle,3.67,57.4,7.6,12.0,0,1,5,19.0,8.3,76.1,B,Pass,3.183023872679045,1,2,4.362399999999999,3,1,10
16,Male,Public,Postgraduate,Low,4.08,100.0,7.53,8.0,5,1,6,5.0,9.3,100.0,A,Pass,1.9138755980861246,0,3,7.53,1,0,12
16,Male,Public,High School,High,0.5,79.2,7.21,12.0,1,1,6,6.0,6.0,88.7,B,Pass,20.0,0,3,5.71032,1,0,12
18,Male,Public,Graduate,Low,1.7,84.1,8.18,13.0,3,1,5,10.0,8.8,100.0,A,Pass,7.222222222222222,0,2,6.8793799999999985,2,1,10
17,Female,Public,Graduate,Low,4.83,74.4,7.21,14.0,0,0,2,0.0,8.6,100.0,A,Pass,2.8397565922920895,1,2,5.364240000000001,0,1,4
15,Female,Private,Graduate,Low,3.93,50.4,5.94,10.0,0,0,5,22.0,6.4,38.7,F,Fail,2.4813895781637716,1,2,2.9937600000000004,3,0,7
18,Male,Public,Graduate,Middle,3.28,99.3,5.07,16.0,5,1,7,5.0,8.7,97.0,A,Pass,4.733727810650888,0,3,5.03451,1,1,13
18,Female,Public,High School,Low,4.35,76.6,6.05,15.0,3,1,2,2.0,8.1,89.2,B,Pass,3.3707865168539333,0,1,4.6343,0,1,6
17,Male,Public,Graduate,Middle,5.95,71.1,7.07,19.0,1,1,0,10.0,8.4,98.7,A,Pass,3.1404958677685952,1,3,5.02677,2,1,6
17,Male,Public,High School,Low,3.17,80.3,5.93,20.0,0,1,6,0.0,9.6,100.0,A,Pass,6.116207951070336,0,1,4.7617899999999995,0,0,10
18,Male,Public,Graduate,Middle,3.6,92.8,7.07,8.0,4,1,5,0.0,8.3,100.0,A,Pass,2.162162162162162,0,3,6.56096,0,1,11
